	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp	condition_verbose	inv_RT	ortho_center	phono_center
30621	141	35	13	81	1.0	13	洁	攫	洁	攫	1	3	phon_sim	0	1	3.3351	1.4771	2.2504	0.9031	1	14949	攫	洁	1	R	1	R	673	1	1	1	O-P+	-1.485884101040119	-0.5	0.5
30632	141	37	6	48	1.0	6	硌	臃	硌	臃	1	4	both_dif	0	0	0.8451	1.3617	0.8451	0.0	1	8918	臃	硌	1	R	1	R	990	1	1	1	O-P-	-1.0101010101010102	-0.5	-0.5
30639	141	38	4	20	1.0	4	肢	技	四肢	四技	2	2	orth_sim	1	0	2.7889	3.7188	2.0607	0.0	1	14283	四技	四肢	1	R	1	R	863	1	1	1	O+P-	-1.1587485515643106	0.5	-0.5
30655	141	39	7	46	1.0	7	滴	嫡	滴血	嫡血	2	1	both_sim	1	1	3.0378	1.1139	0.0	0.0	1	8383	嫡血	滴血	1	R	1	R	758	1	0	0	O+P+	-1.3192612137203166	0.5	0.5
30671	141	42	8	24	1.0	8	温	问	温柔.	问柔	3	3	phon_sim	0	1	3.6838	4.8087	0.0	0.0	1	8667	问柔.	温柔.	1	R	1	R	695	1	0	0	O-P+	-1.4388489208633093	-0.5	0.5
30682	141	44	5	84	1.0	5	耗	蚊	耗子.	蚊子	3	2	orth_sim	1	0	2.9122	2.2833	0.0	2.1072	1	6833	蚊子.	耗子.	1	R	1	R	800	1	0	0	O+P-	-1.25	0.5	-0.5
30687	141	45	4	11	1.0	4	烛	庵	蜡烛	蜡庵	2	4	both_dif	0	0	2.8235	0.8451	2.7101	0.0	1	6333	蜡庵	蜡烛	0	L	0	L	632	1	1	1	O-P-	-1.5822784810126582	-0.5	-0.5
30694	141	46	5	42	1.0	5	耳	而	耳机	而机	2	1	both_sim	1	1	3.5981	4.8601	2.2553	0.0	1	9384	而机	耳机	1	R	1	R	822	1	1	1	O+P+	-1.2165450121654502	0.5	0.5
30707	141	47	9	29	1.0	9	饿	娥	饿	娥	1	1	both_sim	1	1	3.5232	2.1239	3.4688	1.301	1	14116	娥	饿	1	R	1	R	632	1	1	1	O+P+	-1.5822784810126582	0.5	0.5
30716	141	48	7	44	1.0	7	鸭	鸿	鸭	鸿	1	2	orth_sim	1	0	2.8739	1.699	2.3284	0.9542	1	8466	鸿	鸭	1	R	1	R	1095	1	0	0	O+P-	-0.91324200913242	0.5	-0.5
30723	141	50	2	45	1.0	2	分	珍	分手	珍手	2	3	phon_sim	0	1	4.6848	3.4747	3.3341	0.0	1	10633	珍手	分手	0	L	0	L	611	1	0	0	O-P+	-1.6366612111292962	-0.5	0.5
30738	141	51	8	78	1.0	8	唯	为	唯唯诺诺。	为为诺诺	5	3	phon_sim	0	1	3.9755	5.3966	0.0	0.0	1	10366	为为诺诺。	唯唯诺诺。	1	R	1	R	2294	1	1	1	O-P+	-0.43591979075850046	-0.5	0.5
30745	141	52	6	56	1.0	6	噪	音	噪音.	音音	3	4	both_dif	0	0	2.6902	4.2608	0.0	0.0	1	7667	音音.	噪音.	0	L	0	L	822	1	1	1	O-P-	-1.2165450121654502	-0.5	-0.5
30755	141	53	9	32	1.0	9	健	挺	健身.	挺身	3	2	orth_sim	1	0	3.6176	3.9033	0.0	1.5051	1	12900	挺身.	健身.	1	R	1	R	736	1	1	1	O+P-	-1.358695652173913	0.5	-0.5
30762	141	54	6	18	1.0	6	守	寿	守	寿	1	1	both_sim	1	1	3.7948	2.8299	3.0997	2.5159	1	14950	寿	守	1	R	1	R	884	1	1	1	O+P+	-1.1312217194570136	0.5	0.5
30774	141	55	7	0	1.0	7	中	仲	中间	仲间	2	1	both_sim	1	1	4.8435	2.0645	3.2025	0.0	0	9133	仲间	中间	0	L	1	R	1790	0	1	1	O+P+	-0.5586592178770949	0.5	0.5
30783	141	56	8	38	1.0	8	仪	仗	仪.	仗	2	2	orth_sim	1	0	3.3851	2.9201	0.0	2.4265	1	11168	仗.	仪.	1	R	1	R	1600	1	1	1	O+P-	-0.625	0.5	-0.5
30792	141	57	8	91	1.0	8	持	远	主持人。	主远人	4	4	both_dif	0	0	4.2381	4.3334	0.0	0.0	1	8516	主远人。	主持人。	1	R	1	R	695	1	1	1	O-P-	-1.4388489208633093	-0.5	-0.5
30799	141	58	6	62	1.0	6	思	施	思念	施念	2	3	phon_sim	0	1	4.5423	3.5138	2.2148	0.0	1	8133	施念	思念	0	L	0	L	673	1	1	1	O-P+	-1.485884101040119	-0.5	0.5
30806	141	59	5	43	1.0	5	挤	剂	挤	剂	1	3	phon_sim	0	1	3.1578	3.4646	2.9528	2.9609	1	8766	剂	挤	0	L	0	L	842	1	1	1	O-P+	-1.187648456057007	-0.5	0.5
30818	141	60	8	59	1.0	8	抬	荫	抬	荫	1	4	both_dif	0	0	3.1749	1.959	3.0212	1.301	1	12833	荫	抬	0	L	0	L	884	1	0	0	O-P-	-1.1312217194570136	-0.5	-0.5
30829	141	61	6	57	1.0	6	蹭	嗳	蹭	嗳	1	2	orth_sim	1	0	2.4609	1.3802	2.1523	1.3802	1	9650	嗳	蹭	1	R	1	R	800	1	0	0	O+P-	-1.25	0.5	-0.5
30840	141	63	3	13	1.0	3	促	俗	促进	俗进	2	1	both_sim	1	1	2.8261	3.077	1.9638	0.0	1	8484	俗进	促进	1	R	1	R	1159	1	0	0	O+P+	-0.8628127696289906	0.5	0.5
30851	141	64	7	39	1.0	7	缉	缘	缉	缘	1	2	orth_sim	1	0	2.8274	3.2175	1.8129	2.2504	1	15567	缘	缉	1	R	1	R	737	1	0	0	O+P-	-1.3568521031207599	0.5	-0.5
30865	141	65	11	28	1.0	11	提	忘	提	忘	1	4	both_dif	0	0	4.3807	4.1108	3.7229	3.8525	1	16250	忘	提	1	R	1	R	759	1	0	0	O-P-	-1.3175230566534915	-0.5	-0.5
30873	141	66	5	31	1.0	5	唱	障	唱歌.	障歌	3	3	phon_sim	0	1	4.0763	3.3199	0.0	0.0	1	6567	障歌.	唱歌.	1	R	1	R	885	1	1	1	O-P+	-1.1299435028248588	-0.5	0.5
30881	141	67	7	52	1.0	7	溪	昔	溪流	昔流	2	3	phon_sim	0	1	2.5079	2.4362	1.2553	0.0	1	10916	昔流	溪流	1	R	1	R	1264	1	0	0	O-P+	-0.7911392405063291	-0.5	0.5
30892	141	68	8	6	1.0	8	搪	鹬	搪塞	鹬塞	2	4	both_dif	0	0	1.716	0.9542	1.5315	0.0	1	13800	鹬塞	搪塞	1	R	1	R	1179	1	0	0	O-P-	-0.8481764206955047	-0.5	-0.5
30900	141	69	6	63	1.0	6	铝	铬	铝	铬	1	2	orth_sim	1	0	2.0828	1.4314	1.9395	1.3979	1	12866	铬	铝	0	L	0	L	1432	1	0	0	O+P-	-0.6983240223463687	0.5	-0.5
30911	141	71	5	85	1.0	5	沿	治	沿岸	治岸	2	2	orth_sim	1	0	2.943	4.077	1.5441	0.0	1	9566	治岸	沿岸	0	L	0	L	1685	1	1	1	O+P-	-0.5934718100890207	0.5	-0.5
30918	141	72	4	73	1.0	4	根	肟	根.	肟	2	4	both_dif	0	0	4.2766	0.4771	0.0	0.4771	1	5167	肟.	根.	0	L	0	L	1074	1	1	1	O-P-	-0.931098696461825	-0.5	-0.5
30929	141	74	8	89	1.0	8	滥	烂	滥用.	烂用	3	3	phon_sim	0	1	2.7404	3.5948	0.0	0.0	1	9483	烂用.	滥用.	1	R	1	R	779	1	1	1	O-P+	-1.2836970474967908	-0.5	0.5
30932	141	75	2	37	1.0	2	俯	剜	俯身	剜身	2	4	both_dif	0	0	2.4829	0.9542	1.4914	0.0	1	6217	剜身	俯身	0	L	0	L	1010	1	1	1	O-P-	-0.9900990099009901	-0.5	-0.5
30944	141	77	6	40	1.0	6	弹	掸	子弹	子掸	2	1	both_sim	1	1	4.0592	1.415	3.3959	0.0	1	14583	子掸	子弹	0	L	0	L	948	1	0	0	O+P+	-1.0548523206751055	0.5	0.5
30961	141	79	4	14	1.0	4	昆	昱	昆虫.	昱虫	3	2	orth_sim	1	0	2.7259	1.3222	0.0	0.0	1	5400	昱虫.	昆虫.	1	R	1	R	905	1	0	0	O+P-	-1.1049723756906078	0.5	-0.5
30967	141	80	5	19	1.0	5	饺	尹	饺子	尹子	2	4	both_dif	0	0	1.9542	2.1399	1.7324	0.0	1	7683	尹子	饺子	1	R	1	R	548	1	1	1	O-P-	-1.8248175182481752	-0.5	-0.5
30975	141	81	6	5	1.0	6	娟	倦	娟,	倦	2	3	phon_sim	0	1	1.9494	2.9717	0.0	1.301	1	12268	倦,	娟,	0	L	0	L	590	1	0	0	O-P+	-1.694915254237288	-0.5	0.5
30986	141	82	7	75	1.0	7	铅	乾	铅笔.	乾笔	3	3	phon_sim	0	1	2.6571	2.0253	0.0	0.0	1	8917	乾笔.	铅笔.	0	L	0	L	568	1	1	1	O-P+	-1.7605633802816902	-0.5	0.5
30996	141	83	9	58	1.0	9	慰	沧	安慰	安沧	2	4	both_dif	0	0	3.1284	1.6021	2.8927	0.0	1	13083	安沧	安慰	1	R	1	R	968	1	1	1	O-P-	-1.0330578512396693	-0.5	-0.5
31006	141	84	7	51	1.0	7	脐	胺	脐带.	胺带	3	2	orth_sim	1	0	2.2304	2.2201	0.0	0.0	1	10016	胺带.	脐带.	1	R	1	R	1284	1	0	0	O+P-	-0.778816199376947	0.5	-0.5
31028	141	86	7	77	1.0	7	荞	茬	荞麦	茬麦	2	1	both_sim	1	1	1.415	2.1523	1.3979	0.0	1	10083	茬麦	荞麦	1	R	1	R	1537	1	1	1	O+P+	-0.6506180871828237	0.5	0.5
31036	141	87	6	34	1.0	6	哇	挖	哇	挖	1	3	phon_sim	0	1	4.0156	3.3393	3.9979	3.2345	0	6483	挖	哇	0	L	1	R	799	0	1	1	O-P+	-1.2515644555694618	-0.5	0.5
31038	141	88	1	47	1.0	1	浩	瘟	浩浩荡荡	瘟瘟荡荡	4	4	both_dif	0	0	2.7284	2.4166	0.301	0.0	1	5516	瘟瘟荡荡	浩浩荡荡	0	L	0	L	927	1	1	1	O-P-	-1.0787486515641855	-0.5	-0.5
31048	141	89	6	12	1.0	6	诽	円	诽谤	円谤	2	4	both_dif	0	0	2.2201	1.9138	2.1761	0.0	1	10100	円谤	诽谤	1	R	1	R	1116	1	0	0	O-P-	-0.8960573476702509	-0.5	-0.5
31058	141	90	8	35	1.0	8	训	迅	训	迅	1	3	phon_sim	0	1	3.7087	2.776	2.2355	1.5315	1	12517	迅	训	1	R	1	R	843	1	1	1	O-P+	-1.1862396204033214	-0.5	0.5
31074	141	92	8	54	1.0	8	棋	验	下棋	下验	2	2	orth_sim	1	0	2.8228	3.9366	1.9823	0.0	1	9567	下验	下棋	0	L	0	L	611	1	0	0	O+P-	-1.6366612111292962	0.5	-0.5
31080	141	93	4	92	1.0	4	温	榅	温度	榅度	2	1	both_sim	1	1	3.6838	0.301	2.6304	0.0	1	8033	榅度	温度	0	L	0	L	652	1	0	0	O+P+	-1.5337423312883436	0.5	0.5
31113	142	3	3	20	1.0	3	殃	秧	殃及	秧及	2	1	both_sim	1	1	2.0569	1.0792	1.3222	0.0	0	5351	秧及	殃及	0	L	1	R	1389	0	1	1	O+P+	-0.7199424046076314	0.5	0.5
31124	142	4	10	2	1.0	10	秘	璜	秘密	璜密	2	4	both_dif	0	0	3.9054	1.4472	3.6991	0.0	0	19100	璜密	秘密	1	R	1	R	568	1	0	0	O-P-	-1.7605633802816902	-0.5	-0.5
31131	142	5	5	40	1.0	5	拮	韵	拮据。	韵据	3	4	both_dif	0	0	1.1139	2.5911	0.0	0.0	1	6300	韵据。	拮据。	0	L	0	L	1116	1	1	1	O-P-	-0.8960573476702509	-0.5	-0.5
31137	142	6	5	31	1.0	5	酩	铭	酩酊大醉。	铭酊大醉	5	1	both_sim	1	1	1.7993	2.5079	0.0	0.0	1	6816	铭酊大醉。	酩酊大醉。	1	R	1	R	1494	1	1	1	O+P+	-0.6693440428380187	0.5	0.5
31149	142	9	2	14	1.0	2	治	沿	治病,	沿病	3	2	orth_sim	1	0	4.077	2.943	0.0	0.0	1	6149	沿病,	治病,	0	L	0	L	1769	1	0	0	O+P-	-0.5652911249293386	0.5	-0.5
31156	142	10	4	54	1.0	4	央	佯	中央	中佯	2	3	phon_sim	0	1	2.9499	1.6021	2.9053	0.0	1	9000	中佯	中央	0	L	0	L	652	1	0	0	O-P+	-1.5337423312883436	-0.5	0.5
31172	142	12	9	73	1.0	9	吹	摁	吹出	摁出	2	4	both_dif	0	0	3.4048	1.7559	0.0	0.0	1	19432	摁出	吹出	1	R	1	R	842	1	0	0	O-P-	-1.187648456057007	-0.5	-0.5
31190	142	14	4	70	1.0	4	栖	硒	栖	硒	1	1	both_sim	1	1	2.2148	0.8451	1.5682	0.8451	1	6600	硒	栖	0	L	0	L	758	1	0	0	O+P+	-1.3192612137203166	0.5	0.5
31205	142	16	11	1	1.0	11	殃	秩	遭殃	遭秩	2	2	orth_sim	1	0	2.0569	2.5453	1.9085	0.0	1	18034	遭秩	遭殃	1	R	1	R	1116	1	0	0	O+P-	-0.8960573476702509	0.5	-0.5
31212	142	17	5	44	1.0	5	王	汪	王	汪	1	1	both_sim	1	1	3.9882	2.4048	3.3122	1.9445	1	6383	汪	王	0	L	0	L	485	1	0	0	O+P+	-2.0618556701030926	0.5	0.5
31218	142	19	2	49	1.0	2	芹	液	芹菜	液菜	2	4	both_dif	0	0	1.8062	3.4582	1.5682	0.0	1	9683	液菜	芹菜	0	L	0	L	1031	1	1	1	O-P-	-0.9699321047526673	-0.5	-0.5
31232	142	20	8	36	1.0	8	沼	铟	沼泽,	铟泽	3	4	both_dif	0	0	2.6365	0.301	0.0	0.0	1	12600	铟泽,	沼泽,	0	L	0	L	863	1	0	0	O-P-	-1.1587485515643106	-0.5	-0.5
31247	142	21	11	57	1.0	11	苛	抠	苛刻.	抠刻	3	3	phon_sim	0	1	2.4298	1.8865	0.0	0.0	1	13966	抠刻.	苛刻.	0	L	0	L	968	1	0	0	O-P+	-1.0330578512396693	-0.5	0.5
31255	142	22	7	50	1.0	7	纹	炆	皱纹	皱炆	2	1	both_sim	1	1	3.5379	0.4771	2.0828	0.0	1	10266	皱炆	皱纹	1	R	1	R	464	1	0	0	O+P+	-2.1551724137931036	0.5	0.5
31292	142	25	18	37	1.0	18	哦	额	哦,	额	2	3	phon_sim	0	1	4.8412	3.3137	0.0	2.5682	1	28500	额,	哦,	0	L	0	L	1242	1	0	0	O-P+	-0.8051529790660226	-0.5	0.5
31302	142	26	4	55	1.0	4	沐	汨	沐浴	汨浴	2	1	both_sim	1	1	2.1335	0.6021	2.0899	0.0	1	9782	汨浴	沐浴	0	L	0	L	1179	1	1	1	O+P+	-0.8481764206955047	0.5	0.5
31316	142	27	8	81	1.0	8	温	讫	温哥华	讫哥华	3	4	both_dif	0	0	3.6838	0.6021	1.9445	0.0	1	10116	讫哥华	温哥华	1	R	1	R	695	1	1	1	O-P-	-1.4388489208633093	-0.5	-0.5
31326	142	28	8	10	1.0	8	熬	痉	熬夜	痉夜	2	4	both_dif	0	0	3.006	2.2148	2.1004	0.0	0	10717	痉夜	熬夜	0	L	0	L	863	1	0	0	O-P-	-1.1587485515643106	-0.5	-0.5
31332	142	29	4	45	1.0	4	活	浊	生活	生浊	2	1	both_sim	1	1	4.5825	1.5798	4.2019	0.0	1	10317	生浊	生活	0	L	0	L	631	1	1	1	O+P+	-1.5847860538827259	0.5	0.5
31341	142	30	5	88	1.0	5	柱	述	圆柱	圆述	2	3	phon_sim	0	1	2.7412	3.386	1.1761	0.0	1	10150	圆述	圆柱	0	L	0	L	759	1	1	1	O-P+	-1.3175230566534915	-0.5	0.5
31351	142	31	6	77	1.0	6	漆	漾	一片漆黑.	一片漾黑	5	2	orth_sim	1	0	2.8669	1.4624	0.0	0.0	1	7865	一片漾黑.	一片漆黑.	1	R	1	R	1074	1	0	0	O+P-	-0.931098696461825	0.5	-0.5
31364	142	33	5	32	1.0	5	文	吻	文化	吻化	2	3	phon_sim	0	1	4.1522	3.6552	2.8762	0.0	1	8117	吻化	文化	0	L	0	L	653	1	1	1	O-P+	-1.5313935681470139	-0.5	0.5
31381	142	35	13	15	1.0	13	洁	蕴	洁	蕴	1	4	both_dif	0	0	3.3351	1.8195	2.2504	0.699	1	14833	蕴	洁	0	L	0	L	547	1	1	1	O-P-	-1.8281535648994516	-0.5	-0.5
31389	142	36	6	56	1.0	6	桂	儿	桂	儿	1	4	both_dif	0	0	2.3802	5.0228	1.5051	3.8175	1	8800	儿	桂	1	R	1	R	716	1	0	0	O-P-	-1.3966480446927374	-0.5	-0.5
31397	142	37	6	13	1.0	6	硌	铬	硌	铬	1	1	both_sim	1	1	0.8451	1.4314	0.8451	1.3979	1	10617	铬	硌	0	L	0	L	1263	1	1	1	O+P+	-0.7917656373713381	0.5	0.5
31404	142	38	4	21	1.0	4	肢	值	四肢	四值	2	3	phon_sim	0	1	2.7889	3.8727	2.0607	0.0	0	8433	四值	四肢	1	R	1	R	1094	1	0	0	O-P+	-0.9140767824497258	-0.5	0.5
31414	142	39	7	22	1.0	7	滴	淌	滴血	淌血	2	2	orth_sim	1	0	3.0378	2.1614	0.0	0.0	1	11233	淌血	滴血	0	L	0	L	1347	1	0	0	O+P-	-0.7423904974016332	0.5	-0.5
31429	142	41	6	19	1.0	6	详	乾	详细	乾细	2	3	phon_sim	0	1	3.0689	2.0253	2.8537	0.0	0	14600	乾细	详细	1	R	1	R	821	1	0	0	O-P+	-1.218026796589525	-0.5	0.5
31441	142	42	8	34	1.0	8	温	哉	温柔.	哉柔	3	4	both_dif	0	0	3.6838	1.7482	0.0	0.0	1	7866	哉柔.	温柔.	1	R	1	R	674	1	0	0	O-P-	-1.4836795252225519	-0.5	-0.5
31455	142	44	5	68	1.0	5	耗	勺	耗子.	勺子	3	3	phon_sim	0	1	2.9122	2.5366	0.0	2.1847	1	5882	勺子.	耗子.	1	R	1	R	506	1	1	1	O-P+	-1.976284584980237	-0.5	0.5
31460	142	45	4	93	1.0	4	烛	浊	蜡烛	蜡浊	2	1	both_sim	1	1	2.8235	1.5798	2.7101	0.0	1	5833	蜡浊	蜡烛	0	L	0	L	1011	1	0	0	O+P+	-0.9891196834817013	0.5	0.5
31467	142	46	5	38	1.0	5	耳	两	耳机	两机	2	2	orth_sim	1	0	3.5981	4.6018	2.2553	0.0	1	9617	两机	耳机	1	R	1	R	505	1	1	1	O+P-	-1.9801980198019802	0.5	-0.5
31480	142	47	9	60	1.0	9	饿	娣	饿	娣	1	2	orth_sim	1	0	3.5232	1.7482	3.4688	0.301	1	15333	娣	饿	1	R	1	R	526	1	0	0	O+P-	-1.9011406844106464	0.5	-0.5
31489	142	48	7	0	1.0	7	鸭	丫	鸭	丫	1	3	phon_sim	0	1	2.8739	2.705	2.3284	2.2068	0	9583	丫	鸭	1	R	0	L	1347	0	1	1	O-P+	-0.7423904974016332	-0.5	0.5
31495	142	49	5	89	1.0	5	拒	巨	拒绝	巨绝	2	1	both_sim	1	1	3.5422	3.4947	3.4594	0.0	1	8099	巨绝	拒绝	1	R	1	R	821	1	1	1	O+P+	-1.218026796589525	0.5	0.5
31499	142	50	2	86	1.0	2	分	揠	分手	揠手	2	4	both_dif	0	0	4.6848	0.301	3.3341	0.0	1	7783	揠手	分手	0	L	0	L	569	1	0	0	O-P-	-1.757469244288225	-0.5	-0.5
31514	142	51	8	6	1.0	8	唯	衷	唯唯诺诺。	衷衷诺诺	5	4	both_dif	0	0	3.9755	2.8209	0.0	0.0	1	12917	衷衷诺诺。	唯唯诺诺。	1	R	1	R	1053	1	1	1	O-P-	-0.949667616334283	-0.5	-0.5
31521	142	52	6	65	1.0	6	噪	燥	噪音.	燥音	3	1	both_sim	1	1	2.6902	2.4548	0.0	0.0	1	7650	燥音.	噪音.	0	L	0	L	1495	1	0	0	O+P+	-0.6688963210702341	0.5	0.5
31532	142	54	6	52	1.0	6	守	安	守	安	1	2	orth_sim	1	0	3.7948	4.6203	3.0997	3.2398	0	8950	安	守	1	R	0	L	632	0	0	0	O+P-	-1.5822784810126582	0.5	-0.5
31540	142	55	7	41	1.0	7	中	伪	中间	伪间	2	2	orth_sim	1	0	4.8435	3.2603	3.2025	0.0	1	8717	伪间	中间	0	L	0	L	843	1	0	0	O+P-	-1.1862396204033214	0.5	-0.5
31550	142	56	8	23	1.0	8	仪	颐	仪.	颐	2	3	phon_sim	0	1	3.3851	1.6902	0.0	1.4314	1	9883	颐.	仪.	1	R	1	R	864	1	0	0	O-P+	-1.1574074074074074	-0.5	0.5
31559	142	57	8	78	1.0	8	持	峙	主持人。	主峙人	4	1	both_sim	1	1	4.2381	1.9031	0.0	0.0	1	9033	主峙人。	主持人。	1	R	1	R	631	1	1	1	O+P+	-1.5847860538827259	0.5	0.5
31566	142	58	6	64	1.0	6	思	漾	思念	漾念	2	4	both_dif	0	0	4.5423	1.4624	2.2148	0.0	1	9500	漾念	思念	0	L	0	L	548	1	1	1	O-P-	-1.8248175182481752	-0.5	-0.5
31573	142	59	5	29	1.0	5	挤	纨	挤	纨	1	4	both_dif	0	0	3.1578	1.3979	2.9528	0.4771	1	9100	纨	挤	0	L	0	L	757	1	1	1	O-P-	-1.321003963011889	-0.5	-0.5
31585	142	60	8	9	1.0	8	抬	胎	抬	胎	1	1	both_sim	1	1	3.1749	3.3927	3.0212	2.3483	1	15450	胎	抬	0	L	0	L	948	1	1	1	O+P+	-1.0548523206751055	0.5	0.5
31596	142	61	6	63	1.0	6	蹭	成	蹭	成	1	3	phon_sim	0	1	2.4609	4.7878	2.1523	4.0983	1	8999	成	蹭	0	L	0	L	674	1	1	1	O-P+	-1.4836795252225519	-0.5	0.5
31605	142	62	6	71	1.0	6	椅	倌	椅子.	倌子	3	2	orth_sim	1	0	3.3255	1.0792	0.0	0.0	1	7466	倌子.	椅子.	0	L	0	L	653	1	1	1	O+P-	-1.5313935681470139	0.5	-0.5
31625	142	65	11	48	1.0	11	提	惕	提	惕	1	1	both_sim	1	1	4.3807	2.5302	3.7229	1.0	1	15967	惕	提	0	L	0	L	1011	1	1	1	O+P+	-0.9891196834817013	0.5	0.5
31633	142	66	5	3	1.0	5	唱	威	唱歌.	威歌	3	4	both_dif	0	0	4.0763	4.047	0.0	0.0	1	8083	威歌.	唱歌.	1	R	1	R	905	1	1	1	O-P-	-1.1049723756906078	-0.5	-0.5
31645	142	68	8	61	1.0	8	搪	揖	搪塞	揖塞	2	2	orth_sim	1	0	1.716	0.301	1.5315	0.0	1	12683	揖塞	搪塞	1	R	1	R	906	1	0	0	O+P-	-1.1037527593818985	0.5	-0.5
31653	142	69	6	76	1.0	6	铝	礼	铝	礼	1	3	phon_sim	0	1	2.0828	4.1694	1.9395	2.9315	1	8950	礼	铝	0	L	0	L	716	1	1	1	O-P+	-1.3966480446927374	-0.5	0.5
31666	142	71	5	5	1.0	5	沿	衍	沿岸	衍岸	2	3	phon_sim	0	1	2.943	2.2227	1.5441	0.0	1	10617	衍岸	沿岸	1	R	1	R	2022	1	1	1	O-P+	-0.49455984174085066	-0.5	0.5
31673	142	72	4	4	1.0	4	根	柑	根.	柑	2	1	both_sim	1	1	4.2766	1.6335	0.0	0.7782	1	8200	柑.	根.	0	L	0	L	1284	1	0	0	O+P+	-0.778816199376947	0.5	0.5
31681	142	73	7	91	1.0	7	昏	捱	昏暗	捱暗	2	4	both_dif	0	0	3.273	1.7243	1.6128	0.0	1	9534	捱暗	昏暗	1	R	1	R	1243	1	1	1	O-P-	-0.8045052292839904	-0.5	-0.5
31691	142	74	8	12	1.0	8	滥	咿	滥用.	咿用	3	4	both_dif	0	0	2.7404	1.5185	0.0	0.0	1	11017	咿用.	滥用.	1	R	1	R	695	1	0	0	O-P-	-1.4388489208633093	-0.5	-0.5
31694	142	75	2	80	1.0	2	俯	府	俯身	府身	2	1	both_sim	1	1	2.4829	3.6437	1.4914	0.0	1	6583	府身	俯身	0	L	0	L	1410	1	0	0	O+P+	-0.7092198581560284	0.5	0.5
31713	142	77	6	84	1.0	6	弹	禅	子弹	子禅	2	2	orth_sim	1	0	4.0592	2.1492	3.3959	0.0	1	10266	子禅	子弹	0	L	0	L	863	1	0	0	O+P-	-1.1587485515643106	0.5	-0.5
31726	142	78	9	53	1.0	9	红	仁	粉红	粉仁	2	2	orth_sim	1	0	3.8742	3.1159	2.415	0.0	1	11233	粉仁	粉红	1	R	1	R	842	1	1	1	O+P-	-1.187648456057007	0.5	-0.5
31732	142	79	4	11	1.0	4	昆	困	昆虫.	困虫	3	3	phon_sim	0	1	2.7259	3.7434	0.0	0.0	1	5633	困虫.	昆虫.	1	R	1	R	800	1	0	0	O-P+	-1.25	-0.5	0.5
31738	142	80	5	18	1.0	5	饺	铰	饺子	铰子	2	1	both_sim	1	1	1.9542	1.2553	1.7324	0.0	0	6066	铰子	饺子	0	L	1	R	464	0	0	0	O+P+	-2.1551724137931036	0.5	0.5
31745	142	81	6	75	1.0	6	娟	弋	娟,	弋	2	4	both_dif	0	0	1.9494	0.7782	0.0	0.301	1	10017	弋,	娟,	0	L	0	L	547	1	1	1	O-P-	-1.8281535648994516	-0.5	-0.5
31756	142	82	7	46	1.0	7	铅	伊	铅笔.	伊笔	3	4	both_dif	0	0	2.6571	4.0078	0.0	0.0	1	10383	伊笔.	铅笔.	1	R	1	R	463	1	0	0	O-P-	-2.159827213822894	-0.5	-0.5
31766	142	83	9	69	1.0	9	慰	憨	安慰	安憨	2	2	orth_sim	1	0	3.1284	1.1461	2.8927	0.0	1	11650	安憨	安慰	0	L	0	L	1347	1	1	1	O+P-	-0.7423904974016332	0.5	-0.5
31788	142	85	14	39	1.0	14	荧	嬴	荧光	嬴光	2	3	phon_sim	0	1	2.2041	1.0414	1.7324	0.0	1	18617	嬴光	荧光	1	R	1	R	569	1	0	0	O-P+	-1.757469244288225	-0.5	0.5
31797	142	86	7	95	1.0	7	荞	英	荞麦	英麦	2	2	orth_sim	1	0	1.415	4.1537	1.3979	0.0	1	11849	英麦	荞麦	0	L	0	L	1705	1	1	1	O+P-	-0.5865102639296188	0.5	-0.5
31805	142	87	6	27	1.0	6	哇	郡	哇	郡	1	4	both_dif	0	0	4.0156	2.9533	3.9979	2.871	1	11933	郡	哇	0	L	0	L	1600	1	1	1	O-P-	-0.625	-0.5	-0.5
31812	142	88	1	16	1.0	1	浩	诰	浩浩荡荡	诰诰荡荡	4	1	both_sim	1	1	2.7284	0.0	0.301	0.0	1	4600	诰诰荡荡	浩浩荡荡	1	R	1	R	927	1	0	0	O+P+	-1.0787486515641855	0.5	0.5
31822	142	89	6	90	1.0	6	诽	非	诽谤	非谤	2	1	both_sim	1	1	2.2201	4.596	2.1761	0.0	1	10616	非谤	诽谤	1	R	1	R	906	1	1	1	O+P+	-1.1037527593818985	0.5	0.5
31832	142	90	8	25	1.0	8	训	腰	训	腰	1	4	both_dif	0	0	3.7087	3.0785	2.2355	2.6928	1	12666	腰	训	1	R	1	R	1032	1	1	1	O-P-	-0.9689922480620154	-0.5	-0.5
31848	142	92	8	94	1.0	8	棋	脐	下棋	下脐	2	3	phon_sim	0	1	2.8228	2.2304	1.9823	0.0	1	9650	下脐	下棋	0	L	0	L	674	1	0	0	O-P+	-1.4836795252225519	-0.5	0.5
