	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp
20995	128	65	11	23	1.0	11	提	剔	提	剔	1.0	3	phon_sim	0	1	4.3807	2.4942	3.7229	1.6232	1	14800	剔	提	0	L	0	L	717.69	1	1	1
21003	128	66	5	1	1.0	5	唱	障	唱歌	障歌	2.0	3	phon_sim	0	1	4.0763	3.3199	3.2017	0.0	1	5817	障歌.	唱歌.	0	L	0	L	696.29	1	1	1
21011	128	67	7	12	1.0	7	溪	晏	溪流	晏流	2.0	4	both_dif	0	0	2.5079	0.301	1.2553	0.0	1	10350	晏流	溪流	1	R	1	R	1222.98	1	1	1
21022	128	69	5	68	1.0	5	铝	侣	要用	侣	2.0	1	both_sim	1	1	2.0828	2.9474	0.0	1.5051	1	7633	立即	要用	0	L	0	L	674.92	1	1	1
21048	128	73	7	84	1.0	7	昏	獾	昏暗	獾暗	2.0	3	phon_sim	0	1	3.273	1.7482	1.6128	0.0	1	8783	獾暗	昏暗	0	L	0	L	590.98	1	0	0
21058	128	74	8	70	1.0	8	滥	烂	滥用	烂用	2.0	3	phon_sim	0	1	2.7404	3.5948	2.3324	0.0	0	9833	烂用.	滥用.	0	L	1	R	759.61	0	0	0
21061	128	75	2	17	1.0	2	俯	俺	俯身	俺身	2.0	2	orth_sim	1	0	2.4829	2.0969	1.4914	0.0	1	6517	俺身	俯身	0	L	0	L	1011.5	1	1	1
21073	128	77	6	58	1.0	6	弹	掸	子弹	子掸	2.0	1	both_sim	1	1	4.0592	1.415	3.3959	0.0	1	11483	子掸	子弹	0	L	0	L	1371.04	1	0	0
21085	128	78	8	10	1.0	8	红	粉	成	粉讧	1.0	1	both_sim	1	1	3.8742	3.5604	4.0983	0.0	1	11584	从	成	0	L	0	L	485.37	1	0	0
21091	128	79	3	27	1.0	3	昆	鄂	都是	鄂虫	2.0	4	both_dif	0	0	2.7259	1.3979	0.0	0.0	1	4466	也是	都是	1	R	1	R	801.48	1	1	1
21103	128	81	6	48	1.0	6	娟	倦	娟	倦	1.0	3	phon_sim	0	1	1.9494	2.9717	1.7924	1.301	1	9016	倦,	娟,	0	L	0	L	864.61	1	0	0
21113	128	82	6	82	1.0	6	铅	乾	好的	乾笔	2.0	3	phon_sim	0	1	2.6571	2.0253	0.0	0.0	1	10467	因此	好的	0	L	0	L	907.61	1	0	0
21128	128	84	7	62	1.0	7	脐	二	脐带	二带	2.0	4	both_dif	0	0	2.2304	4.2257	1.7924	0.0	1	8933	二带.	脐带.	1	R	1	R	886.39	1	0	0
21143	128	85	14	61	1.0	14	荧	莹	荧光	莹光	2.0	1	both_sim	1	1	2.2041	1.1761	1.7324	0.0	1	12550	莹光	荧光	1	R	1	R	802.17	1	0	0
21151	128	86	6	63	1.0	6	荞	茬	一份	茬麦	2.0	1	both_sim	1	1	1.415	2.1523	0.0	0.0	0	9717	也是	一份	1	R	1	R	675.44	1	0	0
21160	128	87	6	40	1.0	6	哇	郡	哇	郡	1.0	4	both_dif	0	0	4.0156	2.9533	3.9979	2.871	1	11917	郡	哇	0	L	0	L	738.5	1	0	0
21166	128	88	0	11	1.0	0	浩	惜	大军	惜惜荡荡	2.0	2	orth_sim	1	0	2.7284	3.3773	1.9345	0.0	0	3933	ＸＸ	大军	1	R	1	R	526.91	1		
21180	128	90	8	7	1.0	8	训	迅	训	迅	1.0	3	phon_sim	0	1	3.7087	2.776	2.2355	1.5315	0	11383	迅	训	1	R	1	R	1011.6	1	1	1
21188	128	91	5	15	1.0	5	肢	听	有	听体	1.0	2	orth_sim	1	0	2.7889	4.9115	5.4611	0.0	1	7633	者	有	0	L	0	L	569.23	1	0	0
21198	128	92	7	80	1.0	7	棋	下	人	下痒	1.0	4	both_dif	0	0	2.8228	5.1863	5.2898	0.0	1	10350	按	人	1	R	1	R	823.22	1	1	1
21205	128	93	4	31	1.0	4	温	汰	温度	汰度	2.0	4	both_dif	0	0	3.6838	3.4168	2.6304	0.0	1	7967	汰度	温度	0	L	0	L	674.55	1	0	0
21216	128	94	6	24	1.0	6	岗	冈	山	冈	1.0	1	both_sim	1	1	2.7832	2.721	3.345	2.1173	1	7583	都	山	1	R	1	R	548.29	1	0	0
21231	129	2	6	13	1.0	6	文	作	的	作钙	1.0	4	both_dif	0	0	4.1522	4.8336	6.226	0.0	1	9567	所	的	1	R	1	R	400.39	1	0	0
21237	129	3	3	11	1.0	3	殃	映	殃及	映及	2.0	2	orth_sim	1	0	2.0569	2.9689	1.3222	0.0	1	4934	映及	殃及	1	R	1	R	1033.12	1	1	1
21247	129	5	5	95	1.0	5	拮	邪	拮据。	邪据	3.0	3	phon_sim	0	1	1.1139	3.3514	0.0	0.0	1	6749	邪据。	拮据。	0	L	0	L	927.57	1	1	1
21253	129	6	5	79	1.0	5	酩	铬	酩酊大醉。	铬酊大醉	5.0	2	orth_sim	1	0	1.7993	1.4314	0.0	0.0	1	6450	铬酊大醉。	酩酊大醉。	0	L	0	L	738.08	1	1	1
21259	129	7	5	62	1.0	5	息	鼻	连	鼻院	1.0	4	both_dif	0	0	4.2812	3.3753	3.8868	0.0	0	7833	从	连	1	R	0	L	1939.45	0	0	0
21270	129	8	10	42	1.0	10	枉	狙	冤枉	冤狙	2.0	4	both_dif	0	0	2.2041	2.6875	2.0414	0.0	1	15200	冤狙,	冤枉,	0	L	0	L	970.31	1	1	1
21274	129	9	1	83	1.0	1	治	沼	就要	沼病	2.0	1	both_sim	1	1	4.077	2.6365	3.4598	0.0	1	4916	转向	就要	1	R	1	R	696.47	1	1	1
21281	129	10	3	34	1.0	3	央	中	的是	中佯	2.0	3	phon_sim	0	1	2.9499	4.8435	0.0	0.0	1	9183	也是	的是	0	L	0	L	759.01	1	0	0
21290	129	11	3	27	1.0	3	汪	注	就	注注	1.0	2	orth_sim	1	0	2.4048	4.1835	5.4419	0.0	1	8333	某	就	1	R	1	R	589.87	1	0	0
21311	129	13	10	18	1.0	10	悉	希	熟悉	熟希	2.0	3	phon_sim	0	1	3.1697	4.4941	3.0867	0.0	1	15950	熟希	熟悉	0	L	0	L	1053.76	1	0	0
21317	129	14	3	22	1.0	3	栖	硒	两	硒	1.0	1	both_sim	1	1	2.2148	0.8451	4.5632	0.8451	1	5500	不	两	0	L	0	L	464.73	1	0	0
21324	129	15	4	5	1.0	4	仗	壹	很	壹	1.0	4	both_dif	0	0	2.9201	1.1461	5.3023	0.4771	1	7117	较	很	0	L	0	L	758.97	1	0	0
21338	129	16	11	6	1.0	11	殃	汽	遭殃	遭汽	2.0	4	both_dif	0	0	2.0569	3.5573	1.9085	0.0	1	12333	遭汽	遭殃	1	R	1	R	759.0	1	0	0
21344	129	17	4	15	1.0	4	王	汪	一个	汪	2.0	1	both_sim	1	1	3.9882	2.4048	5.0672	1.9445	1	5550	引起	一个	0	L	0	L	379.56	1	1	1
21351	129	19	2	16	1.0	2	芹	苇	芹菜	苇菜	2.0	2	orth_sim	1	0	1.8062	1.7404	1.5682	0.0	1	7400	苇菜	芹菜	0	L	0	L	1033.11	1	1	1
21364	129	20	7	32	1.0	7	沼	沿	的	沿泽	1.0	2	orth_sim	1	0	2.6365	2.943	6.226	0.0	0	8650	不	的	1	R	0	L	1349.37	0	1	1
21376	129	21	11	87	1.0	11	苛	抠	苛刻	抠刻	2.0	3	phon_sim	0	1	2.4298	1.8865	2.2625	0.0	1	11883	抠刻.	苛刻.	0	L	0	L	716.55	1	0	0
21384	129	22	7	89	1.0	7	纹	炆	皱纹	皱炆	2.0	1	both_sim	1	1	3.5379	0.4771	2.0828	0.0	1	8816	皱炆	皱纹	0	L	0	L	1476.01	1	0	0
21414	129	25	18	2	1.0	18	哦	额	哦	额	1.0	3	phon_sim	0	1	4.8412	3.3137	4.8412	2.5682	1	27200	额,	哦,	0	L	0	L	1096.1	1	0	0
21424	129	26	4	72	1.0	4	沐	汨	沐浴	汨浴	2.0	1	both_sim	1	1	2.1335	0.6021	2.0899	0.0	1	9516	汨浴	沐浴	1	R	1	R	1096.87	1	1	1
21437	129	27	7	78	1.0	7	温	滞	属	滞哥华	1.0	2	orth_sim	1	0	3.6838	2.3139	2.4639	0.0	1	10250	性	属	1	R	1	R	1496.67	1	1	1
21448	129	28	8	50	1.0	8	熬	熊	熬夜	熊夜	2.0	2	orth_sim	1	0	3.006	3.3629	2.1004	0.0	1	12733	熊夜	熬夜	1	R	1	R	717.64	1	1	1
21454	129	29	3	94	1.0	3	活	生	能够	生浊	2.0	1	both_sim	1	1	4.5825	5.2115	3.739	0.0	1	8183	最多	能够	1	R	1	R	970.34	1	0	0
21463	129	30	4	66	1.0	4	柱	圆	你	圆述	1.0	3	phon_sim	0	1	2.7412	3.2613	6.1237	0.0	1	10100	曾	你	1	R	1	R	569.71	1	1	1
21474	129	31	6	12	1.0	6	漆	瓮	一片漆黑	一片瓮黑	4.0	4	both_dif	0	0	2.8669	1.6435	0.0	0.0	1	8650	一片瓮黑.	一片漆黑.	1	R	1	R	1095.59	1	1	1
21482	129	32	7	39	1.0	7	嗜	阳	不良	阳好	2.0	4	both_dif	0	0	2.49	3.6232	2.4362	0.0	1	7566	一下	不良	0	L	0	L	506.53	1	1	1
21504	129	35	13	37	1.0	13	洁	桉	洁	桉	1.0	2	orth_sim	1	0	3.3351	1.3222	2.2504	0.301	1	14367	桉	洁	1	R	1	R	570.02	1	0	0
21511	129	36	5	47	1.0	5	桂	佳	是	佳	1.0	2	orth_sim	1	0	2.3802	3.3634	5.9767	2.6474	1	7300	局	是	1	R	1	R	463.8	1	1	1
21519	129	37	5	30	1.0	5	硌	臃	石子	臃	2.0	4	both_dif	0	0	0.8451	1.3617	1.415	0.0	1	8717	利于	石子	1	R	1	R	527.88	1	0	0
21526	129	38	3	91	1.0	3	肢	四	一个	四值	2.0	3	phon_sim	0	1	2.7889	4.122	5.0672	0.0	1	12100	杀伤	一个	1	R	1	R	401.79	1	1	1
21542	129	39	6	75	1.0	6	滴	剔	是	剔血	1.0	3	phon_sim	0	1	3.0378	2.4942	5.9767	0.0	1	9348	某	是	0	L	0	L	359.16	1	1	1
21552	129	40	7	49	1.0	7	倦	疲	他	疲讴	1.0	4	both_dif	0	0	2.9717	2.9745	5.5995	0.0	1	13217	在	他	0	L	0	L	2044.82	1	0	0
21560	129	41	5	64	1.0	5	详	栓	能	栓细	1.0	2	orth_sim	1	0	3.0689	2.4249	5.2218	0.0	0	10583	暂	能	0	L	0	L	485.37	1	1	1
21573	129	42	8	68	1.0	8	温	揾	温柔	揾柔	2.0	1	both_sim	1	1	3.6838	0.301	2.8014	0.0	1	8200	揾柔.	温柔.	1	R	1	R	612.22	1	1	1
21583	129	43	9	38	1.0	9	碗	宛	碗	宛	1.0	1	both_sim	1	1	3.0588	2.1399	2.9112	0.699	1	13167	宛	碗	1	R	1	R	527.56	1	0	0
21590	129	44	4	45	1.0	4	耗	蚊	是	蚊子	1.0	2	orth_sim	1	0	2.9122	2.2833	5.9767	2.1072	1	6333	局	是	0	L	0	L	485.03	1	0	0
21595	129	45	3	46	1.0	3	烛	蜡	满了	蜡庵	2.0	4	both_dif	0	0	2.8235	2.9325	0.0	0.0	1	5800	特别	满了	1	R	1	R	716.85	1	1	1
21602	129	46	4	19	1.0	4	耳	尔	的	尔机	1.0	3	phon_sim	0	1	3.5981	4.6158	6.226	0.0	1	8317	都	的	1	R	1	R	463.7	1	0	0
21615	129	47	8	92	1.0	8	饿	厄	有点	厄	2.0	3	phon_sim	0	1	3.5232	3.131	3.7706	2.7101	1	10917	继续	有点	0	L	0	L	485.24	1	1	1
21624	129	48	6	69	1.0	6	鸭	鸿	麻辣	鸿	2.0	2	orth_sim	1	0	2.8739	1.699	1.0	0.9542	1	9200	公共	麻辣	1	R	1	R	801.64	1	1	1
21631	129	49	4	56	1.0	4	拒	剜	被	剜绝	1.0	4	both_dif	0	0	3.5422	0.9542	4.8175	0.0	0	6767	也	被	1	R	1	R	1033.61	1	0	0
21635	129	50	1	67	1.0	1	分	芬	男朋友	芬手	3.0	1	both_sim	1	1	4.6848	3.2707	3.3941	0.0	1	7966	为什么	男朋友	1	R	1	R	695.72	1	0	0
21651	129	51	8	33	1.0	8	唯	维	唯唯诺诺。	维维诺诺	5.0	1	both_sim	1	1	3.9755	4.1053	0.0	0.0	1	9651	维维诺诺。	唯唯诺诺。	0	L	0	L	1328.5	1	1	1
21657	129	52	5	90	1.0	5	噪	音	很大	音音	2.0	4	both_dif	0	0	2.6902	4.2608	0.0	0.0	1	6400	一次	很大	0	L	0	L	611.81	1	1	1
21668	129	53	9	84	1.0	9	健	挺	健身	挺身	2.0	2	orth_sim	1	0	3.6176	3.9033	2.6675	1.5051	1	9917	挺身.	健身.	0	L	0	L	589.88	1	0	0
21675	129	54	6	80	1.0	6	守	首	守	首	1.0	3	phon_sim	0	1	3.7948	4.1115	3.0997	3.7404	1	12117	首	守	0	L	0	L	864.94	1	1	1
21687	129	55	7	23	1.0	7	中	郑	中间	郑间	2.0	3	phon_sim	0	1	4.8435	2.4533	3.2025	0.0	1	7467	郑间	中间	1	R	1	R	611.12	1	0	0
21696	129	56	7	0	1.0	7	仪	仗	投影	仗	2.0	2	orth_sim	1	0	3.3851	2.9201	1.301	2.4265	1	8782	由于	投影	0	L	0	L	569.87	1	0	0
21710	129	59	5	76	1.0	5	挤	齐	挤	齐	1.0	1	both_sim	1	1	3.1578	3.223	2.9528	2.8615	1	7449	齐	挤	0	L	0	L	506.6	1	1	1
21722	129	60	8	81	1.0	8	抬	荫	抬	荫	1.0	4	both_dif	0	0	3.1749	1.959	3.0212	1.301	1	11500	荫	抬	1	R	1	R	548.62	1	1	1
21733	129	61	6	88	1.0	6	蹭	嗳	蹭	嗳	1.0	2	orth_sim	1	0	2.4609	1.3802	2.1523	1.3802	1	6799	嗳	蹭	0	L	0	L	484.71	1	1	1
21741	129	62	5	57	1.0	5	椅	乙	把	乙子	1.0	3	phon_sim	0	1	3.3255	2.3385	5.0953	0.0	1	7650	很	把	0	L	0	L	758.59	1	1	1
21745	129	63	2	17	1.0	2	促	蹙	可以	蹙进	2.0	3	phon_sim	0	1	2.8261	0.699	4.8987	0.0	1	6317	其次	可以	1	R	1	R	633.2	1	0	0
21756	129	64	6	59	1.0	6	缉	缘	成为	缘	2.0	2	orth_sim	1	0	2.8274	3.2175	4.0016	2.2504	1	12100	最大	成为	0	L	0	L	1243.28	1	0	0
21771	129	65	11	14	1.0	11	提	忘	提	忘	1.0	4	both_dif	0	0	4.3807	4.1108	3.7229	3.8525	1	14417	忘	提	0	L	0	L	569.28	1	0	0
21779	129	66	5	35	1.0	5	唱	威	唱歌	威歌	2.0	4	both_dif	0	0	4.0763	4.047	3.2017	0.0	1	5350	威歌.	唱歌.	0	L	0	L	632.96	1	0	0
21787	129	67	7	1	1.0	7	溪	漆	溪流	漆流	2.0	1	both_sim	1	1	2.5079	2.8669	1.2553	0.0	1	9867	漆流	溪流	0	L	0	L	842.75	1	0	0
21798	129	68	8	63	1.0	8	搪	尝	搪塞	尝塞	2.0	3	phon_sim	0	1	1.716	3.6689	1.5315	0.0	1	10000	尝塞	搪塞	1	R	1	R	759.19	1	1	1
21805	129	69	5	31	1.0	5	铝	铬	要用	铬	2.0	2	orth_sim	1	0	2.0828	1.4314	0.0	1.3979	1	8633	立即	要用	0	L	0	L	1243.77	1	0	0
21818	129	70	10	58	1.0	10	憎	懊	憎恶。	懊恶	3.0	2	orth_sim	1	0	2.7067	2.0334	0.0	0.0	1	13133	懊恶。	憎恶。	1	R	1	R	1433.41	1	0	0
21824	129	71	5	36	1.0	5	沿	衍	沿岸	衍岸	2.0	3	phon_sim	0	1	2.943	2.2227	1.5441	0.0	1	7566	衍岸	沿岸	0	L	0	L	864.43	1	1	1
21830	129	72	3	3	1.0	3	根	肟	的	肟	1.0	4	both_dif	0	0	4.2766	0.4771	6.226	0.4771	1	5233	除	的	1	R	1	R	695.23	1	1	1
21839	129	73	7	77	1.0	7	昏	捱	昏暗	捱暗	2.0	4	both_dif	0	0	3.273	1.7243	1.6128	0.0	1	9250	捱暗	昏暗	1	R	1	R	716.38	1	1	1
21849	129	74	8	51	1.0	8	滥	烂	滥用	烂用	2.0	3	phon_sim	0	1	2.7404	3.5948	2.3324	0.0	1	11417	烂用.	滥用.	1	R	1	R	927.94	1	0	0
21852	129	75	2	86	1.0	2	俯	府	俯身	府身	2.0	1	both_sim	1	1	2.4829	3.6437	1.4914	0.0	1	5600	府身	俯身	1	R	1	R	780.33	1	0	0
21865	129	77	6	24	1.0	6	弹	禅	子弹	子禅	2.0	2	orth_sim	1	0	4.0592	2.1492	3.3959	0.0	1	9983	子禅	子弹	0	L	0	L	948.25	1	1	1
21877	129	78	8	82	1.0	8	红	粉	成	粉讧	1.0	1	both_sim	1	1	3.8742	3.5604	4.0983	0.0	1	9667	从	成	0	L	0	L	400.97	1	0	0
21883	129	79	3	26	1.0	3	昆	困	都是	困虫	2.0	3	phon_sim	0	1	2.7259	3.7434	0.0	0.0	1	5166	也是	都是	1	R	1	R	695.31	1	1	1
21889	129	80	4	85	1.0	4	饺	尹	吃	尹子	1.0	4	both_dif	0	0	1.9542	2.1399	4.4458	0.0	1	5483	院	吃	0	L	0	L	380.37	1	0	0
21898	129	81	6	10	1.0	6	娟	弋	娟	弋	1.0	4	both_dif	0	0	1.9494	0.7782	1.7924	0.301	1	8633	弋,	娟,	1	R	1	R	400.6	1	0	0
21908	129	82	6	73	1.0	6	铅	乾	好的	乾笔	2.0	3	phon_sim	0	1	2.6571	2.0253	0.0	0.0	1	6783	因此	好的	0	L	0	L	422.33	1	0	0
21919	129	83	9	74	1.0	9	慰	熨	安慰	安熨	2.0	1	both_sim	1	1	3.1284	2.1703	2.8927	0.0	1	12633	安熨	安慰	1	R	1	R	1011.4	1	0	0
21929	129	84	7	40	1.0	7	脐	胺	脐带	胺带	2.0	2	orth_sim	1	0	2.2304	2.2201	1.7924	0.0	1	7533	胺带.	脐带.	0	L	0	L	864.68	1	0	0
21944	129	85	14	29	1.0	14	荧	荤	荧光	荤光	2.0	2	orth_sim	1	0	2.2041	1.4314	1.7324	0.0	1	17767	荤光	荧光	1	R	1	R	632.99	1	0	0
21952	129	86	6	25	1.0	6	荞	茬	一份	茬麦	2.0	1	both_sim	1	1	1.415	2.1523	0.0	0.0	1	9200	也是	一份	0	L	0	L	484.93	1	0	0
21961	129	87	6	52	1.0	6	哇	挖	哇	挖	1.0	3	phon_sim	0	1	4.0156	3.3393	3.9979	3.2345	1	10900	挖	哇	0	L	0	L	1137.94	1	1	1
21967	129	88	0	20	1.0	0	浩	瘟	大军	瘟瘟荡荡	2.0	4	both_dif	0	0	2.7284	2.4166	1.9345	0.0	1	5167	ＸＸ	大军	0	L	0	L	991.46	1		
21978	129	89	6	61	1.0	6	诽	円	诽谤	円谤	2.0	4	both_dif	0	0	2.2201	1.9138	2.1761	0.0	1	8350	円谤	诽谤	0	L	0	L	990.73	1	0	0
21988	129	90	8	48	1.0	8	训	迅	训	迅	1.0	3	phon_sim	0	1	3.7087	2.776	2.2355	1.5315	1	10934	迅	训	0	L	0	L	906.12	1	0	0
21996	129	91	5	7	1.0	5	肢	吱	有	吱体	1.0	1	both_sim	1	1	2.7889	2.3284	5.4611	0.0	1	7884	者	有	0	L	0	L	463.96	1	1	1
22006	129	92	7	60	1.0	7	棋	下	人	下验	1.0	2	orth_sim	1	0	2.8228	5.1863	5.2898	0.0	1	10600	按	人	1	R	1	R	843.39	1	0	0
22013	129	93	4	55	1.0	4	温	榅	温度	榅度	2.0	1	both_sim	1	1	3.6838	0.301	2.6304	0.0	1	8450	榅度	温度	1	R	1	R	759.75	1	1	1
22024	129	94	6	21	1.0	6	岗	区	山	区	1.0	2	orth_sim	1	0	2.7832	4.0708	3.345	3.5049	1	9033	都	山	0	L	0	L	800.87	1	1	1
22029	129	95	2	70	1.0	2	宛	羁	的	羁如	1.0	4	both_dif	0	0	2.1399	2.2175	6.226	0.0	1	6998	还	的	1	R	1	R	969.39	1	1	1
22050	130	2	6	13	1.0	6	文	作	的	作汶	1.0	1	both_sim	1	1	4.1522	4.8336	6.226	0.0	1	13217	所	的	1	R	1	R	715.83	1	1	1
22056	130	3	3	50	1.0	3	殃	洋	殃及	洋及	2.0	3	phon_sim	0	1	2.0569	3.3473	1.3222	0.0	1	6616	洋及	殃及	0	L	0	L	737.87	1	0	0
22066	130	5	5	35	1.0	5	拮	韵	拮据。	韵据	3.0	4	both_dif	0	0	1.1139	2.5911	0.0	0.0	1	11783	韵据。	拮据。	1	R	1	R	1032.67	1	1	1
22072	130	6	5	29	1.0	5	酩	明	酩酊大醉。	明酊大醉	5.0	3	phon_sim	0	1	1.7993	4.8435	0.0	0.0	1	9983	明酊大醉。	酩酊大醉。	1	R	1	R	1642.39	1	1	1
22078	130	7	5	64	1.0	5	息	鼻	连	鼻悉	1.0	1	both_sim	1	1	4.2812	3.3753	3.8868	0.0	1	12250	从	连	1	R	1	R	822.19	1	0	0
22093	130	9	1	30	1.0	1	治	沿	就要	沿病	2.0	2	orth_sim	1	0	4.077	2.943	3.4598	0.0	1	5117	转向	就要	1	R	1	R	779.93	1	1	1
22102	130	11	3	88	1.0	3	汪	剜	就	剜剜	1.0	3	phon_sim	0	1	2.4048	0.9542	5.4419	0.0	1	8217	某	就	1	R	1	R	589.86	1	1	1
22115	130	12	8	17	1.0	8	吹	摧	们	摧出	1.0	3	phon_sim	0	1	3.4048	2.9956	4.6016	0.0	0	14417	才	们	1	R	0	L	1094.95	0	1	1
22126	130	13	10	80	1.0	10	悉	掩	熟悉	熟掩	2.0	4	both_dif	0	0	3.1697	3.3591	3.0867	0.0	1	17084	熟掩	熟悉	0	L	0	L	695.95	1	0	0
22132	130	14	3	36	1.0	3	栖	样	两	样	1.0	2	orth_sim	1	0	2.2148	5.2079	4.5632	3.3701	1	5983	不	两	0	L	0	L	485.61	1	0	0
22148	130	16	11	12	1.0	11	殃	秧	遭殃	遭秧	2.0	1	both_sim	1	1	2.0569	1.0792	1.9085	0.0	1	15450	遭秧	遭殃	0	L	0	L	1662.91	1	1	1
22154	130	17	4	53	1.0	4	王	主	一个	主	2.0	2	orth_sim	1	0	3.9882	4.4568	5.0672	3.4814	1	6882	引起	一个	0	L	0	L	547.62	1	0	0
22161	130	19	2	15	1.0	2	芹	欣	芹菜	欣菜	2.0	3	phon_sim	0	1	1.8062	3.2718	1.5682	0.0	1	9665	欣菜	芹菜	0	L	0	L	1641.84	1	1	1
22174	130	20	7	20	1.0	7	沼	赵	的	赵泽	1.0	3	phon_sim	0	1	2.6365	2.1038	6.226	0.0	1	19400	不	的	1	R	1	R	2169.18	1	0	0
22190	130	21	11	0	1.0	11	苛	厌	苛刻	厌刻	2.0	4	both_dif	0	0	2.4298	3.8762	2.2625	0.0	1	16450	厌刻.	苛刻.	1	R	1	R	1368.43	1	0	0
22198	130	22	7	59	1.0	7	纹	纸	皱纹	皱纸	2.0	2	orth_sim	1	0	3.5379	3.7178	2.0828	0.0	1	11300	皱纸	皱纹	0	L	0	L	1495.21	1	1	1
22227	130	26	4	23	1.0	4	沐	汪	沐浴	汪浴	2.0	2	orth_sim	1	0	2.1335	2.4048	2.0899	0.0	1	17682	汪浴	沐浴	0	L	0	L	1579.6	1	0	0
22240	130	27	7	95	1.0	7	温	剜	属	剜哥华	1.0	3	phon_sim	0	1	3.6838	0.9542	2.4639	0.0	1	11217	性	属	0	L	0	L	1411.42	1	0	0
22251	130	28	8	67	1.0	8	熬	凹	熬夜	凹夜	2.0	3	phon_sim	0	1	3.006	2.1761	2.1004	0.0	1	16317	凹夜	熬夜	0	L	0	L	1305.92	1	0	0
22257	130	29	3	11	1.0	3	活	生	能够	生恬	2.0	2	orth_sim	1	0	4.5825	5.2115	3.739	0.0	1	13117	最多	能够	1	R	1	R	1137.21	1	1	1
22266	130	30	4	21	1.0	4	柱	圆	你	圆严	1.0	4	both_dif	0	0	2.7412	3.2613	6.1237	0.0	1	13917	曾	你	1	R	1	R	779.86	1	0	0
22277	130	31	6	70	1.0	6	漆	溪	一片漆黑	一片溪黑	4.0	1	both_sim	1	1	2.8669	2.5079	0.0	0.0	1	11984	一片溪黑.	一片漆黑.	1	R	1	R	1179.27	1	1	1
22285	130	32	7	54	1.0	7	嗜	嗤	不良	嗤好	2.0	1	both_sim	1	1	2.49	1.6721	2.4362	0.0	1	9350	一下	不良	0	L	0	L	590.14	1	1	1
22296	130	34	5	58	1.0	5	响	呐	铃	呐了	1.0	2	orth_sim	1	0	3.7749	3.2266	2.5289	0.0	1	9733	不	铃	0	L	0	L	695.72	1	0	0
22311	130	35	13	14	1.0	13	洁	攫	洁	攫	1.0	3	phon_sim	0	1	3.3351	1.4771	2.2504	0.9031	1	21900	攫	洁	1	R	1	R	568.78	1	1	1
22318	130	36	5	16	1.0	5	桂	跪	是	跪	1.0	3	phon_sim	0	1	2.3802	2.8938	5.9767	2.5159	1	9900	局	是	0	L	0	L	569.19	1	1	1
22326	130	37	5	87	1.0	5	硌	铵	石子	铵	2.0	2	orth_sim	1	0	0.8451	1.6021	1.415	1.2304	0	8667	利于	石子	0	L	0	L	927.7	1	1	1
22333	130	38	3	9	1.0	3	肢	四	一个	四雁	2.0	4	both_dif	0	0	2.7889	4.122	5.0672	0.0	1	15615	杀伤	一个	0	L	0	L	674.45	1	0	0
22349	130	39	6	90	1.0	6	滴	暗	是	暗血	1.0	4	both_dif	0	0	3.0378	3.714	5.9767	0.0	1	9834	某	是	1	R	1	R	506.21	1	0	0
22362	130	41	5	45	1.0	5	详	乾	能	乾细	1.0	3	phon_sim	0	1	3.0689	2.0253	5.2218	0.0	0	14033	暂	能	1	R	1	R	716.25	1	0	0
22375	130	42	8	61	1.0	8	温	揭	温柔	揭柔	2.0	2	orth_sim	1	0	3.6838	3.232	2.8014	0.0	1	10550	揭柔.	温柔.	0	L	0	L	801.03	1	1	1
22385	130	43	9	38	1.0	9	碗	苑	碗	苑	1.0	2	orth_sim	1	0	3.0588	1.9731	2.9112	1.9445	1	15715	苑	碗	0	L	0	L	548.33	1	1	1
22392	130	44	4	91	1.0	4	耗	勺	是	勺子	1.0	3	phon_sim	0	1	2.9122	2.5366	5.9767	2.1847	1	7600	局	是	0	L	0	L	590.18	1	1	1
22397	130	45	3	26	1.0	3	烛	蜡	满了	蜡浊	2.0	1	both_sim	1	1	2.8235	2.9325	0.0	0.0	1	8283	特别	满了	0	L	0	L	821.91	1	1	1
22404	130	46	4	39	1.0	4	耳	叫	的	叫机	1.0	4	both_dif	0	0	3.5981	4.6156	6.226	0.0	1	10183	都	的	1	R	1	R	632.2	1	1	1
22417	130	47	8	57	1.0	8	饿	恍	有点	恍	2.0	4	both_dif	0	0	3.5232	1.9777	3.7706	0.8451	1	12566	继续	有点	1	R	1	R	969.29	1	1	1
22426	130	48	6	86	1.0	6	鸭	丫	麻辣	丫	2.0	3	phon_sim	0	1	2.8739	2.705	1.0	2.2068	1	8800	公共	麻辣	0	L	0	L	674.54	1	1	1
22433	130	49	4	84	1.0	4	拒	巨	被	巨绝	1.0	1	both_sim	1	1	3.5422	3.4947	4.8175	0.0	1	6384	也	被	1	R	1	R	863.82	1	1	1
22437	130	50	1	25	1.0	1	分	芸	男朋友	芸手	3.0	2	orth_sim	1	0	4.6848	1.6335	3.3941	0.0	1	12617	为什么	男朋友	0	L	0	L	1684.56	1	0	0
