	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp
22453	130	51	8	76	1.0	8	唯	准	唯唯诺诺。	准准诺诺	5.0	2	orth_sim	1	0	3.9755	4.4813	0.0	0.0	1	10517	准准诺诺。	唯唯诺诺。	1	R	1	R	1222.07	1	0	0
22459	130	52	5	82	1.0	5	噪	燥	很大	燥音	2.0	1	both_sim	1	1	2.6902	2.4548	0.0	0.0	1	6567	一次	很大	0	L	0	L	674.03	1	1	1
22470	130	53	9	74	1.0	9	健	剑	健身	剑身	2.0	3	phon_sim	0	1	3.6176	3.187	2.6675	0.0	1	10167	剑身.	健身.	1	R	1	R	653.46	1	0	0
22477	130	54	6	4	1.0	6	守	臃	守	臃	1.0	4	both_dif	0	0	3.7948	1.3617	3.0997	0.0	1	13967	臃	守	1	R	1	R	800.4	1	1	1
22489	130	55	7	81	1.0	7	中	锿	中间	锿间	2.0	4	both_dif	0	0	4.8435	0.301	3.2025	0.0	1	9900	锿间	中间	1	R	1	R	675.06	1	0	0
22498	130	56	7	60	1.0	7	仪	颐	投影	颐	2.0	3	phon_sim	0	1	3.3851	1.6902	1.301	1.4314	1	10933	由于	投影	1	R	1	R	1095.03	1	1	1
22507	130	57	7	42	1.0	7	持	主	的	主峙人	1.0	1	both_sim	1	1	4.2381	4.4568	6.226	0.0	1	17983	月	的	0	L	0	L	590.08	1	0	0
22515	130	58	6	69	1.0	6	思	恙	思念	恙念	2.0	2	orth_sim	1	0	4.5423	2.2068	2.2148	0.0	1	8267	恙念	思念	0	L	0	L	695.36	1	1	1
22522	130	59	5	7	1.0	5	挤	侪	挤	侪	1.0	2	orth_sim	1	0	3.1578	0.0	2.9528	0.0	1	12900	侪	挤	0	L	0	L	1599.65	1	0	0
22534	130	60	8	43	1.0	8	抬	胎	抬	胎	1.0	1	both_sim	1	1	3.1749	3.3927	3.0212	2.3483	1	14450	胎	抬	0	L	0	L	737.13	1	1	1
22545	130	61	6	75	1.0	6	蹭	成	蹭	成	1.0	3	phon_sim	0	1	2.4609	4.7878	2.1523	4.0983	1	10883	成	蹭	1	R	1	R	653.11	1	0	0
22553	130	62	5	28	1.0	5	椅	疮	把	疮子	1.0	4	both_dif	0	0	3.3255	2.2122	5.0953	0.0	1	10267	很	把	1	R	1	R	716.14	1	0	0
22557	130	63	2	62	1.0	2	促	剜	可以	剜进	2.0	4	both_dif	0	0	2.8261	0.9542	4.8987	0.0	1	7716	其次	可以	1	R	1	R	990.63	1	0	0
22568	130	64	6	33	1.0	6	缉	几	成为	几	2.0	3	phon_sim	0	1	2.8274	4.4647	4.0016	4.3508	0	13583	最大	成为	0	L	0	L	1095.79	1	1	1
22581	130	65	11	24	1.0	11	提	惕	提	惕	1.0	1	both_sim	1	1	4.3807	2.5302	3.7229	1.0	1	18283	惕	提	1	R	1	R	759.23	1	1	1
22589	130	66	5	19	1.0	5	唱	喂	唱歌	喂歌	2.0	2	orth_sim	1	0	4.0763	4.0575	3.2017	0.0	1	7233	喂歌.	唱歌.	0	L	0	L	1452.46	1	1	1
22597	130	67	7	85	1.0	7	溪	演	溪流	演流	2.0	2	orth_sim	1	0	2.5079	4.3687	1.2553	0.0	1	11150	演流	溪流	1	R	1	R	1558.32	1	1	1
22608	130	68	8	8	1.0	8	搪	鹬	搪塞	鹬塞	2.0	4	both_dif	0	0	1.716	0.9542	1.5315	0.0	1	14467	鹬塞	搪塞	0	L	0	L	1305.44	1	1	1
22615	130	69	5	40	1.0	5	铝	礼	要用	礼	2.0	3	phon_sim	0	1	2.0828	4.1694	0.0	2.9315	1	12383	立即	要用	0	L	0	L	1642.94	1	0	0
22628	130	70	10	92	1.0	10	憎	铛	憎恶。	铛恶	3.0	3	phon_sim	0	1	2.7067	2.2095	0.0	0.0	1	17850	铛恶。	憎恶。	0	L	0	L	1390.64	1	0	0
22634	130	71	5	48	1.0	5	沿	迄	沿岸	迄岸	2.0	4	both_dif	0	0	2.943	2.2529	1.5441	0.0	1	8949	迄岸	沿岸	1	R	1	R	863.69	1	1	1
22640	130	72	3	72	1.0	3	根	柚	的	柚	1.0	2	orth_sim	1	0	4.2766	1.7482	6.226	1.3617	1	6416	除	的	1	R	1	R	696.08	1	0	0
22649	130	73	7	46	1.0	7	昏	昆	昏暗	昆暗	2.0	1	both_sim	1	1	3.273	2.7259	1.6128	0.0	1	12416	昆暗	昏暗	1	R	1	R	1053.78	1	1	1
22657	130	75	2	63	1.0	2	俯	俺	俯身	俺身	2.0	2	orth_sim	1	0	2.4829	2.0969	1.4914	0.0	1	8500	俺身	俯身	0	L	0	L	1726.9	1	1	1
22674	130	78	8	5	1.0	8	红	粉	成	粉仁	1.0	2	orth_sim	1	0	3.8742	3.5604	4.0983	0.0	1	12067	从	成	0	L	0	L	674.35	1	1	1
22680	130	79	3	32	1.0	3	昆	鄂	都是	鄂虫	2.0	4	both_dif	0	0	2.7259	1.3979	0.0	0.0	1	6734	也是	都是	0	L	0	L	1158.85	1	1	1
22686	130	80	4	2	1.0	4	饺	铰	吃	铰子	1.0	1	both_sim	1	1	1.9542	1.2553	4.4458	0.0	1	9733	院	吃	1	R	1	R	715.86	1	0	0
22695	130	81	6	73	1.0	6	娟	绢	娟	绢	1.0	1	both_sim	1	1	1.9494	1.8921	1.7924	1.6902	1	10634	绢,	娟,	1	R	1	R	632.62	1	0	0
22713	130	83	9	71	1.0	9	慰	憨	安慰	安憨	2.0	2	orth_sim	1	0	3.1284	1.1461	2.8927	0.0	1	12950	安憨	安慰	0	L	0	L	969.44	1	1	1
22723	130	84	7	44	1.0	7	脐	笈	脐带	笈带	2.0	3	phon_sim	0	1	2.2304	1.0414	1.7924	0.0	1	9115	笈带.	脐带.	1	R	1	R	990.18	1	1	1
22738	130	85	14	41	1.0	14	荧	嬴	荧光	嬴光	2.0	3	phon_sim	0	1	2.2041	1.0414	1.7324	0.0	1	20083	嬴光	荧光	1	R	1	R	758.39	1	1	1
22746	130	86	6	93	1.0	6	荞	英	一份	英麦	2.0	2	orth_sim	1	0	1.415	4.1537	0.0	0.0	1	9618	也是	一份	0	L	0	L	547.9	1	0	0
22755	130	87	6	31	1.0	6	哇	郡	哇	郡	1.0	4	both_dif	0	0	4.0156	2.9533	3.9979	2.871	1	13800	郡	哇	0	L	0	L	1684.73	1	1	1
22761	130	88	0	56	1.0	0	浩	诰	大军	诰诰荡荡	2.0	1	both_sim	1	1	2.7284	0.0	1.9345	0.0	1	8066	ＸＸ	大军	0	L	0	L	2990.28	1		
22772	130	89	6	10	1.0	6	诽	非	诽谤	非谤	2.0	1	both_sim	1	1	2.2201	4.596	2.1761	0.0	1	11633	非谤	诽谤	1	R	1	R	1242.77	1	1	1
22782	130	90	8	51	1.0	8	训	腰	训	腰	1.0	4	both_dif	0	0	3.7087	3.0785	2.2355	2.6928	1	14133	腰	训	1	R	1	R	885.31	1	1	1
22790	130	91	5	3	1.0	5	肢	听	有	听体	1.0	2	orth_sim	1	0	2.7889	4.9115	5.4611	0.0	1	11217	者	有	1	R	1	R	695.36	1	1	1
22800	130	92	7	78	1.0	7	棋	下	人	下脐	1.0	3	phon_sim	0	1	2.8228	5.1863	5.2898	0.0	1	10400	按	人	1	R	1	R	715.88	1	1	1
22813	130	94	6	79	1.0	6	岗	港	山	港	1.0	3	phon_sim	0	1	2.7832	3.0948	3.345	2.6096	1	9116	都	山	1	R	1	R	506.84	1	0	0
22818	130	95	2	77	1.0	2	宛	苑	的	苑如	1.0	1	both_sim	1	1	2.1399	1.9731	6.226	0.0	1	7534	还	的	1	R	1	R	632.82	1	0	0
22840	131	2	6	33	1.0	6	文	作	的	作这	1.0	2	orth_sim	1	0	4.1522	4.8336	6.226	0.0	1	11600	所	的	1	R	1	R	801.82	1	1	1
22846	131	3	3	19	1.0	3	殃	济	殃及	济及	2.0	4	both_dif	0	0	2.0569	3.2378	1.3222	0.0	1	11100	济及	殃及	0	L	0	L	1370.09	1	1	1
22856	131	5	5	95	1.0	5	拮	诘	拮据。	诘据	3.0	1	both_sim	1	1	1.1139	1.2304	0.0	0.0	1	8816	诘据。	拮据。	1	R	1	R	2908.38	1	0	0
22873	131	8	10	10	1.0	10	枉	亡	冤枉	冤亡	2.0	3	phon_sim	0	1	2.2041	3.7843	2.0414	0.0	1	23983	冤亡,	冤枉,	0	L	0	L	1348.93	1	1	1
22877	131	9	1	5	1.0	1	治	置	就要	置病	2.0	3	phon_sim	0	1	4.077	3.9547	3.4598	0.0	1	7233	转向	就要	1	R	1	R	1158.5	1	1	1
22884	131	10	3	49	1.0	3	央	中	的是	中沸	2.0	2	orth_sim	1	0	2.9499	4.8435	0.0	0.0	1	11033	也是	的是	1	R	1	R	696.49	1	0	0
22893	131	11	3	42	1.0	3	汪	酗	就	酗酗	1.0	4	both_dif	0	0	2.4048	2.6937	5.4419	0.0	1	9450	某	就	1	R	1	R	1012.2	1	0	0
22914	131	13	10	90	1.0	10	悉	息	熟悉	熟息	2.0	1	both_sim	1	1	3.1697	4.2812	3.0867	0.0	1	17183	熟息	熟悉	1	R	1	R	1601.91	1	1	1
22920	131	14	3	3	1.0	3	栖	七	两	七	1.0	3	phon_sim	0	1	2.2148	3.6121	4.5632	3.2949	1	6517	不	两	0	L	0	L	905.71	1	1	1
22927	131	15	4	0	1.0	4	仗	仪	很	仪	1.0	2	orth_sim	1	0	2.9201	3.3851	5.3023	2.5105	1	11367	较	很	1	R	1	R	969.77	1	1	1
22941	131	16	11	35	1.0	11	殃	秩	遭殃	遭秩	2.0	2	orth_sim	1	0	2.0569	2.5453	1.9085	0.0	1	14833	遭秩	遭殃	1	R	1	R	1686.32	1	0	0
22947	131	17	4	40	1.0	4	王	网	一个	网	2.0	3	phon_sim	0	1	3.9882	3.7744	5.0672	2.9133	1	7683	引起	一个	1	R	1	R	843.11	1	0	0
22954	131	19	2	57	1.0	2	芹	液	芹菜	液菜	2.0	4	both_dif	0	0	1.8062	3.4582	1.5682	0.0	1	13466	液菜	芹菜	0	L	0	L	1833.73	1	0	0
22967	131	20	7	22	1.0	7	沼	铟	的	铟泽	1.0	4	both_dif	0	0	2.6365	0.301	6.226	0.0	0	16649	不	的	1	R	1	R	969.3	1	0	0
22998	131	26	4	61	1.0	4	沐	剃	沐浴	剃浴	2.0	3	phon_sim	0	1	2.1335	2.6263	2.0899	0.0	0	7983	剃浴	沐浴	0	L	0	L	1391.36	1	0	0
23007	131	27	7	79	1.0	7	温	讫	属	讫哥华	1.0	4	both_dif	0	0	3.6838	0.6021	2.4639	0.0	1	10050	性	属	1	R	1	R	906.88	1	0	0
23015	131	29	3	29	1.0	3	活	生	能够	生郭	2.0	3	phon_sim	0	1	4.5825	5.2115	3.739	0.0	1	12100	最多	能够	0	L	0	L	1854.59	1	1	1
23024	131	30	4	94	1.0	4	柱	圆	你	圆驻	1.0	1	both_sim	1	1	2.7412	3.2613	6.1237	0.0	1	8983	曾	你	0	L	0	L	569.74	1	1	1
23040	131	32	7	44	1.0	7	嗜	嗡	不良	嗡好	2.0	2	orth_sim	1	0	2.49	2.3802	2.4362	0.0	1	10333	一下	不良	0	L	0	L	632.4	1	1	1
23051	131	34	5	91	1.0	5	响	抢	铃	抢了	1.0	3	phon_sim	0	1	3.7749	3.6908	2.5289	0.0	1	7817	不	铃	0	L	0	L	527.33	1	0	0
23066	131	35	13	69	1.0	13	洁	蕴	洁	蕴	1.0	4	both_dif	0	0	3.3351	1.8195	2.2504	0.699	1	18500	蕴	洁	1	R	1	R	843.18	1	0	0
23076	131	38	3	82	1.0	3	肢	四	一个	四枝	2.0	1	both_sim	1	1	2.7889	4.122	5.0672	0.0	1	17450	杀伤	一个	1	R	1	R	591.01	1	1	1
23099	131	41	5	54	1.0	5	详	抑	能	抑细	1.0	4	both_dif	0	0	3.0689	3.0039	5.2218	0.0	1	18067	暂	能	0	L	0	L	569.78	1	1	1
23116	131	42	8	92	1.0	8	温	问	温柔	问柔	2.0	3	phon_sim	0	1	3.6838	4.8087	2.8014	0.0	1	8233	问柔.	温柔.	1	R	1	R	865.2	1	1	1
23126	131	43	9	34	1.0	9	碗	衍	碗	衍	1.0	3	phon_sim	0	1	3.0588	2.2227	2.9112	0.301	1	13617	衍	碗	0	L	0	L	464.34	1	1	1
23133	131	44	4	68	1.0	4	耗	揾	是	揾子	1.0	4	both_dif	0	0	2.9122	0.301	5.9767	0.0	1	8583	局	是	0	L	0	L	674.9	1	1	1
23138	131	45	3	2	1.0	3	烛	蜡	满了	蜡冲	2.0	2	orth_sim	1	0	2.8235	2.9325	0.0	0.0	1	6584	特别	满了	1	R	1	R	652.83	1	0	0
23145	131	46	4	43	1.0	4	耳	而	的	而机	1.0	1	both_sim	1	1	3.5981	4.8601	6.226	0.0	1	10483	都	的	1	R	1	R	569.92	1	0	0
23160	131	48	6	93	1.0	6	鸭	胫	麻辣	胫	2.0	4	both_dif	0	0	2.8739	1.7076	1.0	1.0	1	11733	公共	麻辣	1	R	1	R	970.43	1	0	0
23167	131	49	4	21	1.0	4	拒	柜	被	柜绝	1.0	2	orth_sim	1	0	3.5422	3.2956	4.8175	0.0	1	8333	也	被	0	L	0	L	1222.13	1	1	1
23171	131	50	1	13	1.0	1	分	珍	男朋友	珍手	3.0	3	phon_sim	0	1	4.6848	3.4747	3.3941	0.0	1	9650	为什么	男朋友	1	R	1	R	947.99	1	1	1
23187	131	51	8	16	1.0	8	唯	为	唯唯诺诺。	为为诺诺	5.0	3	phon_sim	0	1	3.9755	5.3966	0.0	0.0	1	12050	为为诺诺。	唯唯诺诺。	0	L	0	L	2907.16	1	0	0
23193	131	52	5	47	1.0	5	噪	嘤	很大	嘤音	2.0	2	orth_sim	1	0	2.6902	1.1761	0.0	0.0	1	7966	一次	很大	1	R	1	R	843.32	1	0	0
23204	131	53	9	83	1.0	9	健	医	健身	医身	2.0	4	both_dif	0	0	3.6176	4.4255	2.6675	0.0	1	9616	医身.	健身.	1	R	1	R	632.36	1	1	1
23211	131	54	6	56	1.0	6	守	寿	守	寿	1.0	1	both_sim	1	1	3.7948	2.8299	3.0997	2.5159	1	13050	寿	守	0	L	0	L	633.04	1	0	0
23223	131	55	7	81	1.0	7	中	仲	中间	仲间	2.0	1	both_sim	1	1	4.8435	2.0645	3.2025	0.0	1	8600	仲间	中间	0	L	0	L	843.61	1	0	0
23232	131	56	7	76	1.0	7	仪	眶	投影	眶	2.0	4	both_dif	0	0	3.3851	1.7853	1.301	1.0	1	12700	由于	投影	1	R	1	R	1011.75	1	0	0
23241	131	57	7	58	1.0	7	持	主	的	主特人	1.0	2	orth_sim	1	0	4.2381	4.4568	6.226	0.0	1	11433	月	的	1	R	1	R	632.95	1	0	0
23249	131	58	6	89	1.0	6	思	施	思念	施念	2.0	3	phon_sim	0	1	4.5423	3.5138	2.2148	0.0	1	9616	施念	思念	1	R	1	R	779.82	1	1	1
23256	131	59	5	60	1.0	5	挤	剂	挤	剂	1.0	3	phon_sim	0	1	3.1578	3.4646	2.9528	2.9609	1	8550	剂	挤	1	R	1	R	801.36	1	1	1
23271	131	61	6	17	1.0	6	蹭	悦	蹭	悦	1.0	4	both_dif	0	0	2.4609	2.8248	2.1523	1.4771	1	9717	悦	蹭	1	R	1	R	948.93	1	0	0
23281	131	63	2	77	1.0	2	促	俗	可以	俗进	2.0	1	both_sim	1	1	2.8261	3.077	4.8987	0.0	1	7950	其次	可以	0	L	0	L	1075.51	1	0	0
23302	131	65	11	6	1.0	11	提	援	提	援	1.0	2	orth_sim	1	0	4.3807	3.3558	3.7229	1.9823	1	17767	援	提	0	L	0	L	3096.48	1	1	1
23310	131	66	5	73	1.0	5	唱	障	唱歌	障歌	2.0	3	phon_sim	0	1	4.0763	3.3199	3.2017	0.0	1	7816	障歌.	唱歌.	1	R	1	R	1011.4	1	1	1
23318	131	67	7	15	1.0	7	溪	昔	溪流	昔流	2.0	3	phon_sim	0	1	2.5079	2.4362	1.2553	0.0	1	12233	昔流	溪流	0	L	0	L	822.24	1	0	0
23329	131	68	8	23	1.0	8	搪	揖	搪塞	揖塞	2.0	2	orth_sim	1	0	1.716	0.301	1.5315	0.0	1	13433	揖塞	搪塞	0	L	0	L	1411.46	1	0	0
23336	131	69	5	12	1.0	5	铝	猿	要用	猿	2.0	4	both_dif	0	0	2.0828	2.2742	0.0	1.9912	1	11067	立即	要用	0	L	0	L	2000.71	1	1	1
23346	131	71	5	78	1.0	5	沿	泱	沿岸	泱岸	2.0	1	both_sim	1	1	2.943	0.7782	1.5441	0.0	1	10200	泱岸	沿岸	0	L	0	L	1391.28	1	1	1
23352	131	72	3	86	1.0	3	根	感	的	感	1.0	3	phon_sim	0	1	4.2766	4.7857	6.226	3.4911	1	5032	除	的	0	L	0	L	484.86	1	0	0
23361	131	73	7	64	1.0	7	昏	杳	昏暗	杳暗	2.0	2	orth_sim	1	0	3.273	1.3424	1.6128	0.0	1	9483	杳暗	昏暗	1	R	1	R	906.9	1	0	0
23371	131	74	8	66	1.0	8	滥	溢	滥用	溢用	2.0	2	orth_sim	1	0	2.7404	2.4698	2.3324	0.0	1	13717	溢用.	滥用.	1	R	1	R	1327.75	1	0	0
23374	131	75	2	1	1.0	2	俯	副	俯身	副身	2.0	3	phon_sim	0	1	2.4829	3.574	1.4914	0.0	1	7583	副身	俯身	1	R	1	R	1579.71	1	0	0
23387	131	77	6	75	1.0	6	弹	郁	子弹	子郁	2.0	4	both_dif	0	0	4.0592	3.0993	3.3959	0.0	1	11283	子郁	子弹	1	R	1	R	1012.18	1	1	1
23399	131	78	8	7	1.0	8	红	粉	成	粉控	1.0	3	phon_sim	0	1	3.8742	3.5604	4.0983	0.0	1	10750	从	成	0	L	0	L	464.01	1	1	1
23405	131	79	3	11	1.0	3	昆	昏	都是	昏虫	2.0	1	both_sim	1	1	2.7259	3.273	0.0	0.0	1	7183	也是	都是	0	L	0	L	1453.8	1	1	1
23411	131	80	4	36	1.0	4	饺	银	吃	银子	1.0	2	orth_sim	1	0	1.9542	3.6889	4.4458	1.7076	1	8500	院	吃	0	L	0	L	800.98	1	1	1
23423	131	82	6	37	1.0	6	铅	钳	好的	钳笔	2.0	1	both_sim	1	1	2.6571	2.4249	0.0	0.0	1	8500	因此	好的	0	L	0	L	1053.9	1	1	1
23434	131	83	9	70	1.0	9	慰	位	安慰	安位	2.0	3	phon_sim	0	1	3.1284	4.4973	2.8927	0.0	0	12349	安位	安慰	0	L	0	L	801.15	1	0	0
23457	131	85	14	25	1.0	14	荧	筷	荧光	筷光	2.0	4	both_dif	0	0	2.2041	1.9638	1.7324	0.0	1	21267	筷光	荧光	1	R	1	R	1096.14	1	0	0
23465	131	86	6	53	1.0	6	荞	翘	一份	翘麦	2.0	3	phon_sim	0	1	1.415	2.7466	0.0	0.0	1	11983	也是	一份	1	R	1	R	654.16	1	1	1
23474	131	87	6	74	1.0	6	哇	蛙	哇	蛙	1.0	1	both_sim	1	1	4.0156	2.6454	3.9979	1.7709	1	13866	蛙	哇	0	L	0	L	1012.08	1	0	0
23480	131	88	0	41	1.0	0	浩	惜	大军	惜惜荡荡	2.0	2	orth_sim	1	0	2.7284	3.3773	1.9345	0.0	1	6300	ＸＸ	大军	0	L	0	L	927.45	1		
23495	131	90	8	71	1.0	8	训	巡	训	巡	1.0	1	both_sim	1	1	3.7087	3.2755	2.2355	2.1072	1	12983	巡	训	1	R	1	R	1096.74	1	0	0
23510	131	92	7	20	1.0	7	棋	下	人	下痒	1.0	4	both_dif	0	0	2.8228	5.1863	5.2898	0.0	1	12833	按	人	0	L	0	L	1496.24	1	0	0
23517	131	93	4	59	1.0	4	温	闻	温度	闻度	2.0	3	phon_sim	0	1	3.6838	3.8913	2.6304	0.0	1	8666	闻度	温度	1	R	1	R	611.94	1	1	1
23528	131	94	6	26	1.0	6	岗	意	山	意	1.0	4	both_dif	0	0	2.7832	5.0143	3.345	3.292	1	11667	都	山	0	L	0	L	1285.04	1	0	0
23533	131	95	2	45	1.0	2	宛	苛	的	苛如	1.0	2	orth_sim	1	0	2.1399	2.4298	6.226	0.0	1	7800	还	的	1	R	1	R	1159.15	1	1	1
23549	131	96	11	80	1.0	11	任	壬	任性。	壬性	3.0	1	both_sim	1	1	4.5359	1.1461	0.0	0.0	1	16350	壬性。	任性。	0	L	0	L	1201.79	1	1	1
23559	132	2	6	73	1.0	6	文	作	的	作烷	1.0	3	phon_sim	0	1	4.1522	4.8336	6.226	0.0	1	11483	所	的	1	R	1	R	380.08	1	0	0
23565	132	3	3	83	1.0	3	殃	秧	殃及	秧及	2.0	1	both_sim	1	1	2.0569	1.0792	1.3222	0.0	1	10633	秧及	殃及	1	R	1	R	3033.23	1	0	0
23575	132	5	5	51	1.0	5	拮	按	拮据。	按据	3.0	2	orth_sim	1	0	1.1139	3.8345	0.0	0.0	1	7449	按据。	拮据。	1	R	1	R	1180.4	1	1	1
23581	132	6	5	26	1.0	5	酩	铭	酩酊大醉。	铭酊大醉	5.0	1	both_sim	1	1	1.7993	2.5079	0.0	0.0	1	11567	铭酊大醉。	酩酊大醉。	0	L	0	L	3412.1	1	1	1
23587	132	7	5	4	1.0	5	息	鼻	连	鼻戌	1.0	3	phon_sim	0	1	4.2812	3.3753	3.8868	0.0	0	9167	从	连	1	R	0	L	1432.85	0	1	1
23598	132	8	10	19	1.0	10	枉	狙	冤枉	冤狙	2.0	4	both_dif	0	0	2.2041	2.6875	2.0414	0.0	1	20800	冤狙,	冤枉,	1	R	1	R	1685.65	1	1	1
23602	132	9	1	54	1.0	1	治	阉	就要	阉病	2.0	4	both_dif	0	0	4.077	2.1303	3.4598	0.0	1	5133	转向	就要	0	L	0	L	779.4	1	1	1
23609	132	10	3	16	1.0	3	央	中	的是	中佯	2.0	3	phon_sim	0	1	2.9499	4.8435	0.0	0.0	1	10767	也是	的是	0	L	0	L	1264.72	1	0	0
23618	132	11	3	74	1.0	3	汪	王	就	王王	1.0	1	both_sim	1	1	2.4048	3.9882	5.4419	0.0	1	12967	某	就	0	L	0	L	1011.7	1	1	1
23631	132	12	8	86	1.0	8	吹	听	们	听出	1.0	2	orth_sim	1	0	3.4048	4.9115	4.6016	0.0	1	18900	才	们	1	R	1	R	1033.24	1	0	0
23647	132	13	10	55	1.0	10	悉	恙	熟悉	熟恙	2.0	2	orth_sim	1	0	3.1697	2.2068	3.0867	0.0	1	18600	熟恙	熟悉	1	R	1	R	1685.48	1	0	0
23653	132	14	3	34	1.0	3	栖	院	两	院	1.0	4	both_dif	0	0	2.2148	4.1324	4.5632	2.752	1	7867	不	两	0	L	0	L	990.77	1	0	0
23669	132	16	11	8	1.0	11	殃	洋	遭殃	遭洋	2.0	3	phon_sim	0	1	2.0569	3.3473	1.9085	0.0	1	19817	遭洋	遭殃	1	R	1	R	1284.98	1	0	0
23675	132	17	4	22	1.0	4	王	骥	一个	骥	2.0	4	both_dif	0	0	3.9882	0.699	5.0672	0.4771	1	7850	引起	一个	0	L	0	L	926.7	1	0	0
23682	132	19	2	32	1.0	2	芹	芯	芹菜	芯菜	2.0	1	both_sim	1	1	1.8062	2.7033	1.5682	0.0	1	11450	芯菜	芹菜	1	R	1	R	1411.64	1	0	0
23695	132	20	7	72	1.0	7	沼	昭	的	昭泽	1.0	1	both_sim	1	1	2.6365	2.3284	6.226	0.0	1	15400	不	的	1	R	1	R	590.89	1	0	0
23711	132	21	11	5	1.0	11	苛	苑	苛刻	苑刻	2.0	2	orth_sim	1	0	2.4298	1.9731	2.2625	0.0	1	18250	苑刻.	苛刻.	0	L	0	L	1726.97	1	1	1
23745	132	25	18	52	1.0	18	哦	唤	哦	唤	1.0	2	orth_sim	1	0	4.8412	3.137	4.8412	1.6812	1	34967	唤,	哦,	1	R	1	R	1284.86	1	1	1
23755	132	26	4	39	1.0	4	沐	昂	沐浴	昂浴	2.0	4	both_dif	0	0	2.1335	3.043	2.0899	0.0	1	14433	昂浴	沐浴	1	R	1	R	1369.48	1	0	0
23768	132	27	7	71	1.0	7	温	湾	属	湾哥华	1.0	1	both_sim	1	1	3.6838	2.8899	2.4639	0.0	1	13817	性	属	1	R	1	R	1222.67	1	0	0
23779	132	28	8	18	1.0	8	熬	獒	熬夜	獒夜	2.0	1	both_sim	1	1	3.006	0.9031	2.1004	0.0	1	18600	獒夜	熬夜	0	L	0	L	1284.63	1	1	1
23785	132	29	3	30	1.0	3	活	生	能够	生岸	2.0	4	both_dif	0	0	4.5825	5.2115	3.739	0.0	1	10333	最多	能够	0	L	0	L	1874.35	1	0	0
23794	132	30	4	20	1.0	4	柱	圆	你	圆往	1.0	2	orth_sim	1	0	2.7412	3.2613	6.1237	0.0	1	11883	曾	你	0	L	0	L	779.39	1	0	0
23805	132	31	6	15	1.0	6	漆	七	一片漆黑	一片七黑	4.0	3	phon_sim	0	1	2.8669	3.6121	0.0	0.0	1	10350	一片七黑.	一片漆黑.	0	L	0	L	1811.97	1	0	0
23813	132	32	7	89	1.0	7	嗜	式	不良	式好	2.0	3	phon_sim	0	1	2.49	4.0843	2.4362	0.0	1	11383	一下	不良	0	L	0	L	842.73	1	1	1
23824	132	34	5	31	1.0	5	响	邬	铃	邬了	1.0	4	both_dif	0	0	3.7749	0.301	2.5289	0.0	1	10750	不	铃	0	L	0	L	1663.69	1	0	0
23839	132	35	13	78	1.0	13	洁	桔	洁	桔	1.0	1	both_sim	1	1	3.3351	2.2175	2.2504	1.6335	1	17567	桔	洁	0	L	0	L	1264.71	1	0	0
23848	132	37	5	33	1.0	5	硌	臃	石子	臃	2.0	4	both_dif	0	0	0.8451	1.3617	1.415	0.0	1	11884	利于	石子	0	L	0	L	2105.94	1	1	1
23855	132	38	3	80	1.0	3	肢	四	一个	四技	2.0	2	orth_sim	1	0	2.7889	4.122	5.0672	0.0	1	16017	杀伤	一个	1	R	1	R	717.1	1	0	0
23871	132	39	6	27	1.0	6	滴	剔	是	剔血	1.0	3	phon_sim	0	1	3.0378	2.4942	5.9767	0.0	1	14500	某	是	0	L	0	L	1643.34	1	0	0
23884	132	41	5	50	1.0	5	详	栓	能	栓细	1.0	2	orth_sim	1	0	3.0689	2.4249	5.2218	0.0	1	20200	暂	能	0	L	0	L	801.58	1	0	0
23901	132	42	8	90	1.0	8	温	哉	温柔	哉柔	2.0	4	both_dif	0	0	3.6838	1.7482	2.8014	0.0	1	9600	哉柔.	温柔.	1	R	1	R	1032.3	1	1	1
23911	132	43	9	29	1.0	9	碗	滋	碗	滋	1.0	4	both_dif	0	0	3.0588	3.0748	2.9112	2.0569	1	18117	滋	碗	1	R	1	R	611.32	1	1	1
23919	132	45	3	65	1.0	3	烛	蜡	满了	蜡酌	2.0	3	phon_sim	0	1	2.8235	2.9325	0.0	0.0	1	8183	特别	满了	0	L	0	L	1453.78	1	0	0
23926	132	46	4	87	1.0	4	耳	两	的	两机	1.0	2	orth_sim	1	0	3.5981	4.6018	6.226	0.0	1	11066	都	的	1	R	1	R	485.2	1	1	1
23939	132	47	8	49	1.0	8	饿	娣	有点	娣	2.0	2	orth_sim	1	0	3.5232	1.7482	3.7706	0.301	1	14300	继续	有点	0	L	0	L	1116.49	1	1	1
23948	132	48	6	85	1.0	6	鸭	丫	麻辣	丫	2.0	3	phon_sim	0	1	2.8739	2.705	1.0	2.2068	1	10267	公共	麻辣	1	R	1	R	969.28	1	1	1
